id,priority,repository,plugin,skill_name,source_path,recommendation,user_fit,fit_score,license,license_category,plugin_state,active_overlap_type,active_overlap_skill,upstream_duplicate_count,line_count,frontmatter_valid,name_matches_folder,has_trigger_boundary,has_non_trigger_boundary,missing_resource_count,claude_specific,codex_specific,subagent_assumption,external_mutation,destructive_command,explicit_user_boundary,dry_run_boundary,secret_reference,secret_boundary,verification_boundary,completion_boundary,task_state_boundary,unix_only_assumption,issue_count,issue_codes,issue_summary_ja,proposal_ja,description,source_url,repository_commit
openai-plugins--plugins-codex-security-skills-attack-path-analysis-SKILL-md,P0,openai-plugins,codex-security,attack-path-analysis,plugins/codex-security/skills/attack-path-analysis/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,108,true,true,true,true,0,false,true,false,true,false,true,false,true,false,true,false,true,false,3,license_restricted | missing_dry_run | secret_boundary_missing,P0 再配布制約 / P1 dry-run不足 / P1 secret境界不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。,"Use when Codex is already in the attack-path-analysis phase of a security scan or the user explicitly asks to trace a security finding from source to sink and calibrate severity. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/attack-path-analysis/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-finding-discovery-SKILL-md,P0,openai-plugins,codex-security,finding-discovery,plugins/codex-security/skills/finding-discovery/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,157,true,true,true,true,0,false,true,true,true,false,true,false,true,false,true,false,false,false,3,license_restricted | missing_dry_run | secret_boundary_missing,P0 再配布制約 / P1 dry-run不足 / P1 secret境界不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。,"Use when Codex is already in the finding-discovery phase of a security scan or the user explicitly asks to discover candidate security findings in a repository or code change. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/finding-discovery/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-fix-finding-SKILL-md,P0,openai-plugins,codex-security,fix-finding,plugins/codex-security/skills/fix-finding/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,113,true,true,true,true,0,false,true,false,false,false,true,false,false,false,true,true,false,false,1,license_restricted,P0 再配布制約,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。,"Use when the user explicitly asks to fix and verify a validated or plausible security finding. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/fix-finding/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-security-diff-scan-SKILL-md,P0,openai-plugins,codex-security,security-diff-scan,plugins/codex-security/skills/security-diff-scan/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,164,true,true,true,false,0,false,true,true,false,false,true,false,false,false,true,true,true,false,2,license_restricted | non_trigger_boundary_missing,P0 再配布制約 / P2 対象外不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Use when the user asks for a security review of a pull request, commit, branch diff, working-tree patch, or other Git-backed change set.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/security-diff-scan/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-security-scan-SKILL-md,P0,openai-plugins,codex-security,security-scan,plugins/codex-security/skills/security-scan/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,exact,security-scan,2,159,true,true,false,true,0,false,true,true,true,false,true,false,false,false,true,true,true,false,5,license_restricted | missing_dry_run | active_overlap | cross_upstream_duplicate | trigger_boundary_missing,P0 再配布制約 / P1 dry-run不足 / P2 active重複 / P2 上流間重複 / P2 起動条件不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / 新規追加せず、active「security-scan」との差分を取り、有益な規則だけを正本側へ統合する。 / 同名skillがecc-everything-claude-code / openai-pluginsにある。原著・現行Codex packaging・commit差分を比較して正本を1つに決める。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。,"Use for a standard, single-pass security audit of an entire repository or a scoped path, package folder, or submodule with no diff to review.  This is the default repository scan.  Do not use for PR/commit/branch/working-tree diffs, or for deep, multi-pass, or variance-reducing scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/security-scan/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-threat-model-SKILL-md,P0,openai-plugins,codex-security,threat-model,plugins/codex-security/skills/threat-model/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,60,true,true,true,true,0,false,true,false,false,false,true,false,false,false,true,false,true,false,1,license_restricted,P0 再配布制約,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。,"Use when Codex is already in the threat-modeling phase of a security scan, the user explicitly invokes $threat-model, or the user explicitly asks to create, update, or persist a repository threat model. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/threat-model/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-triage-finding-SKILL-md,P0,openai-plugins,codex-security,triage-finding,plugins/codex-security/skills/triage-finding/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,343,true,true,true,true,0,false,true,true,true,false,true,true,false,false,true,true,true,false,1,license_restricted,P0 再配布制約,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。,"Use when the user supplies or imports existing security findings, vulnerability reports, or security/vulnerability Jira/Linear tickets from scanners, advisories, GitHub, Atlassian Rovo, Linear, or similar backlog sources and wants static repo-impact triage. Do not use for discovery, duplicate-bug triage, validation, or fixes.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/triage-finding/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-codex-security-skills-validation-SKILL-md,P0,openai-plugins,codex-security,validation,plugins/codex-security/skills/validation/SKILL.md,reference_only_license,high,48,Proprietary,restricted,installed,none,,1,101,true,true,true,true,0,false,true,false,true,false,true,false,true,false,true,false,true,false,3,license_restricted | missing_dry_run | secret_boundary_missing,P0 再配布制約 / P1 dry-run不足 / P1 secret境界不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「Proprietary」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。,"Use when Codex is already in the validation phase of a security scan or the user explicitly asks to determine whether one or more candidate security findings are valid. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/codex-security/skills/validation/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-digitalocean-skills-provision-droplet-SKILL-md,P0,openai-plugins,digitalocean,provision-droplet,plugins/digitalocean/skills/provision-droplet/SKILL.md,reference_only_license,high,48,not-declared,unknown,not_installed_or_external,none,,1,262,true,true,true,true,0,false,true,false,true,false,true,false,false,false,true,true,false,true,4,license_unknown | missing_dry_run | unix_only | task_state_missing,P0 license不明 / P1 dry-run不足 / P1 Windows経路不足 / P2 PJ状態復元不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / license根拠が「not-declared」で確定できない。本文採用を止め、pluginまたはskill単位の許諾を確認する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Use when the user wants to spin up / create / launch / provision a DigitalOcean droplet (or ""a remote dev box on DO"") and connect to it from Codex as a remote SSH workspace.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/digitalocean/skills/provision-droplet/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-figma-skills-figma-design-to-code-SKILL-md,P0,openai-plugins,figma,figma-design-to-code,plugins/figma/skills/figma-design-to-code/SKILL.md,reference_only_license,high,48,LicenseRef-Figma-Developer-Terms,restricted,installed,none,,1,51,true,true,true,false,0,false,false,false,false,false,true,false,false,false,true,false,false,false,4,license_restricted | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing,P0 再配布制約 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足,本文の私用再登録を止め、license確認または独立実装の要件抽出だけを行う。 / licenseが「LicenseRef-Figma-Developer-Terms」のため本文をコピー・再登録しない。利用規約を個別確認し、必要なら要件だけを抽出して独立実装する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Use this skill when implementing a Figma design as code (design → code) — the read-FROM-Figma direction. Triggers: 'implement this Figma design', 'build this screen from Figma', 'turn this Figma into code', 'code this up from Figma', 'design to code', or a figma.com design URL provided alongside a codebase. Encodes the workflow for reading a node out of Figma with get_design_context and adapting its reference output to the target project — reusing existing components, tokens, and conventions, and honoring Code Connect mappings, component docs, design annotations, and design tokens by priority. Complements figma-code-connect (component mapping) and figma-generate-design / figma-use (the reverse, code → design direction).",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/figma/skills/figma-design-to-code/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
